ordinal,journey_kind,scheduled_at_unix_microseconds,offered_at_unix_microseconds,arrival_lag_microseconds,admission_status,admission_microseconds,completion_microseconds,authoritative_completion_microseconds,run_id,idempotency_replay_checked,idempotency_replay_passed,evidence_checked,evidence_passed,total_agent_runs,child_agent_runs,thread_events,workflow_instances,tool_calls,approvals,tool_attempts,error_class
5144,basic-agent-run,1785810418900344,1785810418901454,1110,201,8407881,9431018,8464095,run-root-105311,false,false,true,true,1,0,2,0,0,0,0,
5145,basic-agent-run,1785810418901772,1785810418903693,1921,201,2094977,3208144,2099017,run-root-102837,false,false,true,true,1,0,2,0,0,0,0,
5146,basic-agent-run,1785810418903201,1785810418904931,1730,201,2041198,3159536,2070224,run-root-102823,false,false,true,true,1,0,2,0,0,0,0,
5147,basic-agent-run,1785810418904629,1785810418905068,439,201,7579829,8614006,7619301,run-root-104988,false,false,true,true,1,0,2,0,0,0,0,
5148,basic-agent-run,1785810418906058,1785810418907437,1379,201,7376182,8405121,7398444,run-root-104909,false,false,true,true,1,0,2,0,0,0,0,
5149,basic-agent-run,1785810418907487,1785810418908601,1114,201,7635621,8659706,7660483,run-root-105009,false,false,true,true,1,0,2,0,0,0,0,
5150,basic-agent-run,1785810418908915,1785810418910902,1987,201,8714521,9737387,8731516,run-root-105435,false,false,true,true,1,0,2,0,0,0,0,
5151,basic-agent-run,1785810418910344,1785810418911016,672,201,9439875,10490511,9520613,run-root-105714,false,false,true,true,1,0,2,0,0,0,0,
5152,basic-agent-run,1785810418911772,1785810418913121,1349,201,8792613,9823876,8865351,run-root-105470,false,false,true,true,1,0,2,0,0,0,0,
5153,basic-agent-run,1785810418913201,1785810418914303,1102,201,9384673,10674234,9453506,run-root-105685,false,false,true,true,1,0,2,0,0,0,0,
5154,basic-agent-run,1785810418914629,1785810418915032,403,201,9398370,10676665,9478302,run-root-105703,false,false,true,true,1,0,2,0,0,0,0,
5155,basic-agent-run,1785810418916058,1785810418916935,877,201,1981191,3101435,2029227,run-root-102797,false,false,true,true,1,0,2,0,0,0,0,
5156,basic-agent-run,1785810418917487,1785810418918603,1116,201,6976060,7999990,7031853,run-root-104764,false,false,true,true,1,0,2,0,0,0,0,
5157,basic-agent-run,1785810418918915,1785810418920672,1757,201,8521877,9555892,8621795,run-root-105362,false,false,true,true,1,0,2,0,0,0,0,
5158,basic-agent-run,1785810418920344,1785810418921975,1631,201,8533931,9560020,8577619,run-root-105370,false,false,true,true,1,0,2,0,0,0,0,
5159,detached-workflow,1785810418921772,1785810418922874,1102,201,2003020,3123755,2054386,run-root-102810,false,false,true,true,1,0,2,1,0,0,0,
5160,basic-agent-run,1785810418923201,1785810418924099,898,201,2050628,3160010,2069047,run-root-102830,false,false,true,true,1,0,2,0,0,0,0,
5161,basic-agent-run,1785810418924629,1785810418925803,1174,201,9414026,10472277,9495543,run-root-105712,false,false,true,true,1,0,2,0,0,0,0,
5162,basic-agent-run,1785810418926058,1785810418927543,1485,201,8186278,9233274,8212371,run-root-105231,false,false,true,true,1,0,2,0,0,0,0,
5163,basic-agent-run,1785810418927487,1785810418927798,311,201,2029175,3140233,2082048,run-root-102826,false,false,true,true,1,0,2,0,0,0,0,
5164,basic-agent-run,1785810418928915,1785810418930059,1144,201,9481578,10515305,9512227,run-root-105743,false,false,true,true,1,0,2,0,0,0,0,
5165,basic-agent-run,1785810418930344,1785810418931583,1239,201,2070453,3221947,2099225,run-root-102847,false,false,true,true,1,0,2,0,0,0,0,
5166,basic-agent-run,1785810418931772,1785810418932894,1122,201,1932809,3015691,1960675,run-root-102789,false,false,true,true,1,0,2,0,0,0,0,
