ordinal,journey_kind,scheduled_at_unix_microseconds,offered_at_unix_microseconds,arrival_lag_microseconds,admission_status,admission_microseconds,completion_microseconds,authoritative_completion_microseconds,run_id,idempotency_replay_checked,idempotency_replay_passed,evidence_checked,evidence_passed,total_agent_runs,child_agent_runs,thread_events,workflow_instances,tool_calls,approvals,tool_attempts,error_class
729,measured-agent-decision,1785823464460078,1785823464462263,2185,201,48641,1077537,103413,run-root-184779,false,false,true,true,1,0,2,1,0,0,0,
730,measured-agent-decision,1785823464466824,1785823464468854,2030,201,84008,1114588,144861,run-root-184783,false,false,true,true,2,1,2,0,0,0,0,
731,measured-agent-decision,1785823464473565,1785823464474565,1000,201,102832,1139133,160513,run-root-184785,false,false,true,true,2,1,2,0,0,0,0,
732,measured-agent-decision,1785823464480301,1785823464482206,1905,201,87500,1119710,160581,run-root-184784,false,false,true,true,2,1,2,0,0,0,0,
733,measured-agent-decision,1785823464487033,1785823464489112,2079,201,88308,1116268,218004,run-root-184789,false,false,true,true,2,1,2,0,0,0,0,
734,measured-agent-decision,1785823464493761,1785823464494521,760,201,78944,1114641,213882,run-root-184787,false,false,true,true,2,1,2,0,0,0,0,
735,measured-agent-decision,1785823464500484,1785823464502076,1592,201,72552,1107121,202627,run-root-184788,false,false,true,true,2,1,2,0,0,0,0,
736,measured-agent-decision,1785823464507203,1785823464508738,1535,201,64562,1090952,200705,run-root-184786,false,false,true,true,2,1,2,0,0,0,0,
737,measured-agent-decision,1785823464513917,1785823464515842,1925,201,68243,1098883,226070,run-root-184791,false,false,true,true,2,1,2,0,0,0,0,
738,measured-agent-decision,1785823464520627,1785823464521614,987,201,59764,1085957,201232,run-root-184790,false,false,true,true,2,1,2,0,0,0,0,
739,measured-agent-decision,1785823464527332,1785823464528819,1487,201,56154,1087467,315858,run-root-184792,false,false,true,true,5,4,2,0,0,0,0,
740,measured-agent-decision,1785823464534033,1785823464535794,1761,201,93819,1121221,359001,run-root-184794,false,false,true,true,5,4,2,0,0,0,0,
741,measured-agent-decision,1785823464540730,1785823464541802,1072,201,72306,1115551,339025,run-root-184793,false,false,true,true,5,4,2,0,0,0,0,
742,measured-agent-decision,1785823464547422,1785823464548461,1039,201,79979,1108621,104370,run-root-184795,false,false,true,true,1,0,2,0,0,0,0,
743,measured-agent-decision,1785823464554110,1785823464555544,1434,201,71407,1101466,97385,run-root-184797,false,false,true,true,1,0,2,0,0,0,0,
744,measured-agent-decision,1785823464560793,1785823464562079,1286,201,57517,92791,75957,run-root-184796,false,false,true,true,1,0,2,0,0,0,0,
745,measured-agent-decision,1785823464567472,1785823464568226,754,201,68810,1093907,111258,run-root-184798,false,false,true,true,1,0,2,1,1,1,1,
746,measured-agent-decision,1785823464574147,1785823464575872,1725,201,62451,1089298,109917,run-root-184799,false,false,true,true,1,0,2,1,1,1,1,
747,measured-agent-decision,1785823464580817,1785823464582485,1668,201,62165,1104336,109855,run-root-184800,false,false,true,true,1,0,2,1,1,1,1,
748,measured-agent-decision,1785823464587483,1785823464588525,1042,201,57163,104225,75421,run-root-184801,false,false,true,true,1,0,2,0,0,0,0,
749,measured-agent-decision,1785823464594144,1785823464595853,1709,201,58731,95528,77402,run-root-184802,false,false,true,true,1,0,2,0,0,0,0,
750,measured-agent-decision,1785823464600801,1785823464602201,1400,201,84437,1123467,106281,run-root-184804,false,false,true,true,1,0,2,0,0,0,0,
751,measured-agent-decision,1785823464607454,1785823464608329,875,201,67152,109403,83743,run-root-184803,false,false,true,true,1,0,2,0,0,0,0,
752,measured-agent-decision,1785823464614103,1785823464616142,2039,201,63358,99250,84281,run-root-184805,false,false,true,true,1,0,2,0,0,0,0,
753,measured-agent-decision,1785823464620747,1785823464621383,636,201,70725,104756,84083,run-root-184807,false,false,true,true,1,0,2,0,0,0,0,
754,measured-agent-decision,1785823464627387,1785823464628093,706,201,60231,1097338,81703,run-root-184806,false,false,true,true,1,0,2,0,0,0,0,
755,measured-agent-decision,1785823464634022,1785823464635263,1241,201,78292,1103395,99211,run-root-184808,false,false,true,true,1,0,2,0,0,0,0,
756,measured-agent-decision,1785823464640654,1785823464641892,1238,201,98599,1136726,122554,run-root-184810,false,false,true,true,1,0,2,0,0,0,0,
757,measured-agent-decision,1785823464647281,1785823464648345,1064,201,76946,104574,86286,run-root-184809,false,false,true,true,1,0,2,0,0,0,0,
758,measured-agent-decision,1785823464653903,1785823464654964,1061,201,84685,117560,103693,run-root-184811,false,false,true,true,1,0,2,0,0,0,0,
759,measured-agent-decision,1785823464660522,1785823464661647,1125,201,81755,1117417,103702,run-root-184812,false,false,true,true,1,0,2,0,0,0,0,
